timestamp,device_id,mac,type,connected_to,traffic,packet_rate,signal,status,mac_changed,flap_count,snmp_oid,snmp_value,syslog_msg
1776957922,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,15,65,64,active,0,0,1.3.6.1.2.1.2.2.1.10,15360,Apr 23 20:55:22 device-2 iotd: [INFO] Device normal
1776957922,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,35,37,94,active,0,0,1.3.6.1.2.1.2.2.1.10,35840,Apr 23 20:55:22 device-3 iotd: [INFO] Device normal
1776957922,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,1,27,86,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:22 device-4 iotd: [INFO] Device normal
1776957922,device_5,AA:BB:CC:05:70:6E,camera,ap_1,276,46,75,active,0,0,1.3.6.1.2.1.2.2.1.10,282624,Apr 23 20:55:22 device-5 iotd: [WARN] High traffic 276 pkts/s
1776957922,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,223,50,79,active,0,0,1.3.6.1.2.1.2.2.1.10,228352,Apr 23 20:55:22 device-6 iotd: [WARN] High traffic 223 pkts/s
1776957922,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,18,58,88,active,0,0,1.3.6.1.2.1.2.2.1.10,18432,Apr 23 20:55:22 device-7 iotd: [INFO] Device normal
1776957922,device_8,AA:BB:CC:08:F0:92,phone,ap_1,71,34,94,active,0,0,1.3.6.1.2.1.2.2.1.10,72704,Apr 23 20:55:22 device-8 iotd: [INFO] Device normal
1776957922,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,3,44,77,active,0,0,1.3.6.1.2.1.2.2.1.10,3072,Apr 23 20:55:22 device-9 iotd: [INFO] Device normal
1776957922,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,42,94,77,active,0,0,1.3.6.1.2.1.2.2.1.10,43008,Apr 23 20:55:22 device-10 iotd: [INFO] Device normal
1776957922,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,297,22,78,active,0,0,1.3.6.1.2.1.2.2.1.10,304128,Apr 23 20:55:22 device-11 iotd: [WARN] High traffic 297 pkts/s
1776957922,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,6,22,96,active,0,0,1.3.6.1.2.1.2.2.1.10,6144,Apr 23 20:55:22 device-12 iotd: [INFO] Device normal
1776957922,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,33,46,68,active,0,0,1.3.6.1.2.1.2.2.1.10,33792,Apr 23 20:55:22 device-13 iotd: [INFO] Device normal
1776957922,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,19,64,61,active,0,0,1.3.6.1.2.1.2.2.1.10,19456,Apr 23 20:55:22 device-14 iotd: [INFO] Device normal
1776957923,device_0,AA:BB:CC:00:F4:68,camera,ap_2,405,78,96,active,0,0,1.3.6.1.2.1.2.2.1.10,414720,Apr 23 20:55:23 device-0 iotd: [WARN] High traffic 405 pkts/s
1776957923,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,8,24,89,active,0,0,1.3.6.1.2.1.2.2.1.10,8192,Apr 23 20:55:23 device-1 iotd: [INFO] Device normal
1776957923,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,23,63,63,active,0,0,1.3.6.1.2.1.2.2.1.10,23552,Apr 23 20:55:23 device-2 iotd: [INFO] Device normal
1776957923,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,49,78,95,active,0,0,1.3.6.1.2.1.2.2.1.10,50176,Apr 23 20:55:23 device-3 iotd: [INFO] Device normal
1776957923,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,1,40,88,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-4 iotd: [INFO] Device normal
1776957923,device_5,AA:BB:CC:05:70:6E,camera,ap_1,427,75,75,active,0,0,1.3.6.1.2.1.2.2.1.10,437248,Apr 23 20:55:23 device-5 iotd: [WARN] High traffic 427 pkts/s
1776957923,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,347,54,79,active,0,0,1.3.6.1.2.1.2.2.1.10,355328,Apr 23 20:55:23 device-6 iotd: [WARN] High traffic 347 pkts/s
1776957923,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,23,85,88,active,0,0,1.3.6.1.2.1.2.2.1.10,23552,Apr 23 20:55:23 device-7 iotd: [INFO] Device normal
1776957923,device_8,AA:BB:CC:08:F0:92,phone,ap_1,79,76,95,active,0,0,1.3.6.1.2.1.2.2.1.10,80896,Apr 23 20:55:23 device-8 iotd: [INFO] Device normal
1776957923,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,1,80,77,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-9 iotd: [INFO] Device normal
1776957923,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,51,76,77,active,0,0,1.3.6.1.2.1.2.2.1.10,52224,Apr 23 20:55:23 device-10 iotd: [INFO] Device normal
1776957923,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,463,92,77,active,0,0,1.3.6.1.2.1.2.2.1.10,474112,Apr 23 20:55:23 device-11 iotd: [WARN] High traffic 463 pkts/s
1776957923,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,13,92,95,active,0,0,1.3.6.1.2.1.2.2.1.10,13312,Apr 23 20:55:23 device-12 iotd: [INFO] Device normal
1776957923,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,41,51,68,active,0,0,1.3.6.1.2.1.2.2.1.10,41984,Apr 23 20:55:23 device-13 iotd: [INFO] Device normal
1776957923,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,28,63,59,active,0,0,1.3.6.1.2.1.2.2.1.10,28672,Apr 23 20:55:23 device-14 iotd: [INFO] Device normal
1776957923,device_0,AA:BB:CC:00:F4:68,camera,ap_2,634,77,95,active,0,0,1.3.6.1.2.1.2.2.1.10,649216,Apr 23 20:55:23 device-0 iotd: [WARN] High traffic 634 pkts/s
1776957923,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,4,78,88,active,0,0,1.3.6.1.2.1.2.2.1.10,4096,Apr 23 20:55:23 device-1 iotd: [INFO] Device normal
1776957923,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,26,62,64,active,0,0,1.3.6.1.2.1.2.2.1.10,26624,Apr 23 20:55:23 device-2 iotd: [INFO] Device normal
1776957923,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,66,90,94,active,0,0,1.3.6.1.2.1.2.2.1.10,67584,Apr 23 20:55:23 device-3 iotd: [INFO] Device normal
1776957923,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,1,77,86,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-4 iotd: [INFO] Device normal
1776957923,device_5,AA:BB:CC:05:70:6E,camera,ap_1,672,43,76,active,0,0,1.3.6.1.2.1.2.2.1.10,688128,Apr 23 20:55:23 device-5 iotd: [WARN] High traffic 672 pkts/s
1776957923,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,546,66,78,active,0,0,1.3.6.1.2.1.2.2.1.10,559104,Apr 23 20:55:23 device-6 iotd: [WARN] High traffic 546 pkts/s
1776957923,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,23,94,87,active,0,0,1.3.6.1.2.1.2.2.1.10,23552,Apr 23 20:55:23 device-7 iotd: [INFO] Device normal
1776957923,device_8,AA:BB:CC:08:F0:92,phone,ap_1,92,83,94,active,0,0,1.3.6.1.2.1.2.2.1.10,94208,Apr 23 20:55:23 device-8 iotd: [INFO] Device normal
1776957923,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,2,82,78,active,0,0,1.3.6.1.2.1.2.2.1.10,2048,Apr 23 20:55:23 device-9 iotd: [INFO] Device normal
1776957923,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,64,69,76,active,0,0,1.3.6.1.2.1.2.2.1.10,65536,Apr 23 20:55:23 device-10 iotd: [INFO] Device normal
1776957923,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,723,47,77,active,0,0,1.3.6.1.2.1.2.2.1.10,740352,Apr 23 20:55:23 device-11 iotd: [WARN] High traffic 723 pkts/s
1776957923,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,11,43,93,active,0,0,1.3.6.1.2.1.2.2.1.10,11264,Apr 23 20:55:23 device-12 iotd: [INFO] Device normal
1776957923,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,55,67,66,active,0,0,1.3.6.1.2.1.2.2.1.10,56320,Apr 23 20:55:23 device-13 iotd: [INFO] Device normal
1776957923,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,42,74,61,active,0,0,1.3.6.1.2.1.2.2.1.10,43008,Apr 23 20:55:23 device-14 iotd: [INFO] Device normal
1776957923,device_0,AA:BB:CC:00:F4:68,camera,ap_2,990,55,96,active,0,0,1.3.6.1.2.1.2.2.1.10,1013760,Apr 23 20:55:23 device-0 iotd: [WARN] High traffic 990 pkts/s
1776957923,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,2,26,89,active,0,0,1.3.6.1.2.1.2.2.1.10,2048,Apr 23 20:55:23 device-1 iotd: [INFO] Device normal
1776957923,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,31,31,62,active,0,0,1.3.6.1.2.1.2.2.1.10,31744,Apr 23 20:55:23 device-2 iotd: [INFO] Device normal
1776957923,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,85,94,93,active,0,0,1.3.6.1.2.1.2.2.1.10,87040,Apr 23 20:55:23 device-3 iotd: [INFO] Device normal
1776957923,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,1,38,85,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-4 iotd: [INFO] Device normal
1776957923,device_5,AA:BB:CC:05:70:6E,camera,ap_1,1056,63,75,active,0,0,1.3.6.1.2.1.2.2.1.10,1081344,Apr 23 20:55:23 device-5 iotd: [WARN] High traffic 1056 pkts/s
1776957923,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,859,79,80,active,0,0,1.3.6.1.2.1.2.2.1.10,879616,Apr 23 20:55:23 device-6 iotd: [WARN] High traffic 859 pkts/s
1776957923,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,31,46,87,active,0,0,1.3.6.1.2.1.2.2.1.10,31744,Apr 23 20:55:23 device-7 iotd: [INFO] Device normal
1776957923,device_8,AA:BB:CC:08:F0:92,phone,ap_1,113,76,92,active,0,0,1.3.6.1.2.1.2.2.1.10,115712,Apr 23 20:55:23 device-8 iotd: [INFO] Device normal
1776957923,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,3,74,79,active,0,0,1.3.6.1.2.1.2.2.1.10,3072,Apr 23 20:55:23 device-9 iotd: [INFO] Device normal
1776957923,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,76,74,74,active,0,0,1.3.6.1.2.1.2.2.1.10,77824,Apr 23 20:55:23 device-10 iotd: [INFO] Device normal
1776957923,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,1123,98,77,active,0,0,1.3.6.1.2.1.2.2.1.10,1149952,Apr 23 20:55:23 device-11 iotd: [WARN] High traffic 1123 pkts/s
1776957923,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,11,54,94,active,0,0,1.3.6.1.2.1.2.2.1.10,11264,Apr 23 20:55:23 device-12 iotd: [INFO] Device normal
1776957923,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,70,56,64,active,0,0,1.3.6.1.2.1.2.2.1.10,71680,Apr 23 20:55:23 device-13 iotd: [INFO] Device normal
1776957923,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,55,84,61,active,0,0,1.3.6.1.2.1.2.2.1.10,56320,Apr 23 20:55:23 device-14 iotd: [INFO] Device normal
1776957923,device_0,AA:BB:CC:00:F4:68,camera,ap_2,1547,28,95,active,0,0,1.3.6.1.2.1.2.2.1.10,1584128,Apr 23 20:55:23 device-0 iotd: [WARN] High traffic 1547 pkts/s
1776957923,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,1,83,91,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-1 iotd: [INFO] Device normal
1776957923,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,35,59,62,active,0,0,1.3.6.1.2.1.2.2.1.10,35840,Apr 23 20:55:23 device-2 iotd: [INFO] Device normal
1776957923,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,111,38,94,active,0,0,1.3.6.1.2.1.2.2.1.10,113664,Apr 23 20:55:23 device-3 iotd: [INFO] Device normal
1776957923,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,2,89,85,active,0,0,1.3.6.1.2.1.2.2.1.10,2048,Apr 23 20:55:23 device-4 iotd: [INFO] Device normal
1776957923,device_5,AA:BB:CC:05:70:6E,camera,ap_1,1645,36,75,active,0,0,1.3.6.1.2.1.2.2.1.10,1684480,Apr 23 20:55:23 device-5 iotd: [WARN] High traffic 1645 pkts/s
1776957923,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,1338,58,79,active,0,0,1.3.6.1.2.1.2.2.1.10,1370112,Apr 23 20:55:23 device-6 iotd: [WARN] High traffic 1338 pkts/s
1776957923,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,41,77,87,active,0,0,1.3.6.1.2.1.2.2.1.10,41984,Apr 23 20:55:23 device-7 iotd: [INFO] Device normal
1776957923,device_8,AA:BB:CC:08:F0:92,phone,ap_1,138,63,91,active,0,0,1.3.6.1.2.1.2.2.1.10,141312,Apr 23 20:55:23 device-8 iotd: [INFO] Device normal
1776957923,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,1,64,79,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:23 device-9 iotd: [INFO] Device normal
1776957923,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,88,100,75,active,0,0,1.3.6.1.2.1.2.2.1.10,90112,Apr 23 20:55:23 device-10 iotd: [INFO] Device normal
1776957923,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,1751,100,79,active,0,0,1.3.6.1.2.1.2.2.1.10,1793024,Apr 23 20:55:23 device-11 iotd: [WARN] High traffic 1751 pkts/s
1776957923,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,14,32,94,active,0,0,1.3.6.1.2.1.2.2.1.10,14336,Apr 23 20:55:23 device-12 iotd: [INFO] Device normal
1776957923,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,88,20,62,active,0,0,1.3.6.1.2.1.2.2.1.10,90112,Apr 23 20:55:23 device-13 iotd: [INFO] Device normal
1776957923,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,71,71,59,active,0,0,1.3.6.1.2.1.2.2.1.10,72704,Apr 23 20:55:23 device-14 iotd: [INFO] Device normal
1776957924,device_0,AA:BB:CC:00:F4:68,camera,ap_2,2411,65,96,active,0,0,1.3.6.1.2.1.2.2.1.10,2468864,Apr 23 20:55:24 device-0 iotd: [WARN] High traffic 2411 pkts/s
1776957924,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,1,84,91,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:24 device-1 iotd: [INFO] Device normal
1776957924,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,44,58,62,active,0,0,1.3.6.1.2.1.2.2.1.10,45056,Apr 23 20:55:24 device-2 iotd: [INFO] Device normal
1776957924,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,149,99,92,active,0,0,1.3.6.1.2.1.2.2.1.10,152576,Apr 23 20:55:24 device-3 iotd: [INFO] Device normal
1776957924,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,2,78,87,active,0,0,1.3.6.1.2.1.2.2.1.10,2048,Apr 23 20:55:24 device-4 iotd: [INFO] Device normal
1776957924,device_5,AA:BB:CC:05:70:6E,camera,ap_1,2566,61,73,active,0,0,1.3.6.1.2.1.2.2.1.10,2627584,Apr 23 20:55:24 device-5 iotd: [WARN] High traffic 2566 pkts/s
1776957924,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,2082,26,77,active,0,0,1.3.6.1.2.1.2.2.1.10,2131968,Apr 23 20:55:24 device-6 iotd: [WARN] High traffic 2082 pkts/s
1776957924,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,50,67,88,active,0,0,1.3.6.1.2.1.2.2.1.10,51200,Apr 23 20:55:24 device-7 iotd: [INFO] Device normal
1776957924,device_8,AA:BB:CC:08:F0:92,phone,ap_1,167,69,91,active,0,0,1.3.6.1.2.1.2.2.1.10,171008,Apr 23 20:55:24 device-8 iotd: [INFO] Device normal
1776957924,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,1,60,78,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:24 device-9 iotd: [INFO] Device normal
1776957924,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,108,41,75,active,0,0,1.3.6.1.2.1.2.2.1.10,110592,Apr 23 20:55:24 device-10 iotd: [INFO] Device normal
1776957924,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,2737,48,77,active,0,0,1.3.6.1.2.1.2.2.1.10,2802688,Apr 23 20:55:24 device-11 iotd: [WARN] High traffic 2737 pkts/s
1776957924,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,22,55,94,active,0,0,1.3.6.1.2.1.2.2.1.10,22528,Apr 23 20:55:24 device-12 iotd: [INFO] Device normal
1776957924,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,117,46,62,active,0,0,1.3.6.1.2.1.2.2.1.10,119808,Apr 23 20:55:24 device-13 iotd: [INFO] Device normal
1776957924,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,91,74,58,active,0,0,1.3.6.1.2.1.2.2.1.10,93184,Apr 23 20:55:24 device-14 iotd: [INFO] Device normal
1776957924,device_0,AA:BB:CC:00:F4:68,camera,ap_2,3762,34,96,active,0,0,1.3.6.1.2.1.2.2.1.10,3852288,Apr 23 20:55:24 device-0 iotd: [WARN] High traffic 3762 pkts/s
1776957924,device_1,AA:BB:CC:01:AE:45,sensor,ap_3,1,45,90,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:24 device-1 iotd: [INFO] Device normal
1776957924,device_2,AA:BB:CC:02:33:BF,smart_light,ap_3,55,81,61,active,0,0,1.3.6.1.2.1.2.2.1.10,56320,Apr 23 20:55:24 device-2 iotd: [INFO] Device normal
1776957924,device_3,AA:BB:CC:03:8C:54,smart_light,ap_1,198,94,94,active,0,0,1.3.6.1.2.1.2.2.1.10,202752,Apr 23 20:55:24 device-3 iotd: [INFO] Device normal
1776957924,device_4,AA:BB:CC:04:E7:DF,sensor,ap_1,1,81,87,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:24 device-4 iotd: [INFO] Device normal
1776957924,device_5,AA:BB:CC:05:70:6E,camera,ap_1,4006,41,71,active,0,0,1.3.6.1.2.1.2.2.1.10,4102144,Apr 23 20:55:24 device-5 iotd: [WARN] High traffic 4006 pkts/s
1776957924,device_6,AA:BB:CC:06:B9:C4,camera,ap_3,3241,82,78,active,0,0,1.3.6.1.2.1.2.2.1.10,3318784,Apr 23 20:55:24 device-6 iotd: [WARN] High traffic 3241 pkts/s
1776957924,device_7,AA:BB:CC:07:36:5B,smart_light,ap_3,66,84,90,active,0,0,1.3.6.1.2.1.2.2.1.10,67584,Apr 23 20:55:24 device-7 iotd: [INFO] Device normal
1776957924,device_8,AA:BB:CC:08:F0:92,phone,ap_1,201,63,89,active,0,0,1.3.6.1.2.1.2.2.1.10,205824,Apr 23 20:55:24 device-8 iotd: [WARN] High traffic 201 pkts/s
1776957924,device_9,AA:BB:CC:09:B6:9F,sensor,ap_3,1,43,80,active,0,0,1.3.6.1.2.1.2.2.1.10,1024,Apr 23 20:55:24 device-9 iotd: [INFO] Device normal
1776957924,device_10,AA:BB:CC:0A:E5:A4,phone,ap_1,122,87,77,active,0,0,1.3.6.1.2.1.2.2.1.10,124928,Apr 23 20:55:24 device-10 iotd: [INFO] Device normal
1776957924,device_11,AA:BB:CC:0B:2D:72,camera,ap_2,4274,84,77,active,0,0,1.3.6.1.2.1.2.2.1.10,4376576,Apr 23 20:55:24 device-11 iotd: [WARN] High traffic 4274 pkts/s
1776957924,device_12,AA:BB:CC:0C:9D:E2,smart_light,ap_1,32,35,94,active,0,0,1.3.6.1.2.1.2.2.1.10,32768,Apr 23 20:55:24 device-12 iotd: [INFO] Device normal
1776957924,device_13,AA:BB:CC:0D:37:16,thermostat,ap_1,145,32,61,active,0,0,1.3.6.1.2.1.2.2.1.10,148480,Apr 23 20:55:24 device-13 iotd: [INFO] Device normal
1776957924,device_14,AA:BB:CC:0E:B0:55,smart_light,ap_3,123,59,60,active,0,0,1.3.6.1.2.1.2.2.1.10,125952,Apr 23 20:55:24 device-14 iotd: [INFO] Device normal
1776957924,device_0,AA:BB:CC:00:F4:68,camera,ap_2,5860,73,95,active,0,0,1.3.6.1.2.1.2.2.1.10,6000640,Apr 23 20:55:24 device-0 iotd: [WARN] High traffic 5860 pkts/s
